Fecha,Ciudad,Nombre,Precio Real,Precio Actual,Promocion,url,ean,Unidad de Medida,Cantidad,Marca,Compañia,Categoria,Descripcion
23-01,Bogotá,Yox con Mentalis Multisabor x4 Und Botella 100 g,8900,8900,FALSE,https://alpina.com/yox-con-mentalis-multisabor-x4-und-botella-100-g,7702001162710,Gramo,"18,7",Yox,Alpina,Mentalis multisabor,"Es un alimento lacteo fermentado excelente fuente de en vitamina B5 que contribuye con el rendimiento mental y cognitivo. Adicionalmente, tiene Colina, vitamina B12 y el probiótico Lactobacillus brevis generador del neurotransmisor GABA."
23-01,Bogotá,Queso Mozarella Alpina Tajado Paga 20 y Lleva 25 Tajadas 400 g,11840,11840,FALSE,https://alpina.com/queso-mozarella-alpina-tajado-paga-20-y-lleva-25-tajadas-400-g,7702001133734,Gramo,"29,60",Queso mozarella,Alpina,Cocinemos Juntos,"Los quesos Alpina son buena fuente de proteína, Las proteínas son nutrientes esenciales que contribuyen al mantenimiento y restauración de tejidos corporales. Aporta naturalmente calcio."
23-01,Bogotá,Avena Finesse Botella x4 Und 280 ml ,16501,16501,FALSE,https://alpina.com/avena-finesse-botella-x4-und-280-ml,7702001158768,Mililitro,"12,4",Finesse,Alpina,Avena Finesse,Finesse llega como un aliado para demostrar que no hay que renunciar para sentirse completas y que pueden elegir sin sacrificios. Es una marca que se enfoca en el cuidado de la figura para ser complementado con una alimentación balanceada y ejercicio físico
23-01,Bogotá,Yox Con Mentalis Manzana Verde Botella 100 gr ,2200,2200,FALSE,https://alpina.com/yox-con-mentalis-manzana-verde-botella-100-gr,7702001162543,Gramo,22,Yox,Alpina,Mentalis manzana verde,"Es un alimento lacteo fermentado excelente fuente de en vitamina B5 que contribuye con el rendimiento mental y cognitivo. Adicionalmente, tiene Colina, vitamina B12 y el probiótico Lactobacillus brevis generador del neurotransmisor GABA."
23-01,Bogotá,Gelatina Finesse Uva Verde 108 g ,1900,1900,FALSE,https://alpina.com/gelatina-finesse-uva-verde-108-g,7702001147274,Gramo,"14,8",Finesse,Alpina,Postres,"Finesse es una marca que se enfoca en el cuidado de la figura, a lo largo de los años se ha convertido en el aliado perfecto para tu bienestar."
23-01,Bogotá,Gelatina Finesse Uva Verde x3 Und 108 g,5500,5500,FALSE,https://alpina.com/gelatina-finesse-uva-verde-x3-und-108-g,7702001147311,Gramo,"14,3",Finesse,Alpina,Postres,"Finesse es una marca que se enfoca en el cuidado de la figura, a lo largo de los años se ha convertido en el aliado perfecto para tu salud y bienestar."
23-01,Bogotá,Yogo Yogo Cuchareable Fresa 100 g,1399,1399,FALSE,https://alpina.com/yogo-yogo-cuchareable-fresa-100-g,7702001158607,Gramo,"11,8",Yogo Yogo,Alpina,Yogo Yogo,
23-01,Bogotá,Promoción Queso Finesse 45x35 Tajadas 675 g,23568,23568,FALSE,https://alpina.com/promocion-queso-finesse-45x35-tajadas-675-g,7702001159994,Gramo,"34,92",Finesse,Alpina,Quesos,"Queso Finesse es un queso fresco de pasta hilada, semiduro y semigraso. Es el complemento ideal para una alimentación balanceada y tus recetas deliciosas. Una porción de 30g aporta 70 calorías. Aporta el 25% del valor diario recomendado de calcio por porción. Aprovecha la promoción pague 35 lleve 45 tajadas."
23-01,Bogotá,Yogo Yogo Fresh Bisabor x4 Und Botella 185 g,7399,7399,FALSE,https://alpina.com/yogo-yogo-fresh-bisabor-x4-und-botella-185-g,7702001156962,Gramo,"8,4",Yogo Yogo,Alpina,Yogo Yogo,
23-01,Bogotá,Yox Con Mentalis Frutos Rojos Botella 100 gr ,2200,2200,FALSE,https://alpina.com/yox-con-mentalis-frutos-rojos-botella-100-gr,7702001162550,Gramo,22,Yox,Alpina,Mentalis frutos rojos,
23-01,Bogotá,Avena Finesse Botella 280 ml,4299,4299,FALSE,https://alpina.com/avena-finesse-botella-280-ml,7702001158645,Mililitro,"12,9",Finesse,Alpina,Avena Finesse,Finesse llega como un aliado para demostrar que no hay que renunciar para sentirse completas y que pueden elegir sin sacrificios. Es una marca que se enfoca en el cuidado de la figura para ser complementado con una alimentación balanceada y ejercicio físico
23-01,Bogotá,Yogurt Griego Natural sin azúcar 1000 g,32000,32000,FALSE,https://alpina.com/yogurt-griego-natural-sin-azucar-1000-g,7702001162444,Gramo,"26,9",Yogurt Griego,Alpina,,
23-01,Bogotá,Yogurt Griego Cama de Fruta Fresa 150 g,5300,5300,FALSE,https://alpina.com/yogurt-griego-cama-de-fruta-fresa-150-g,7702001163939,,"29,7",Yogurt Griego,Alpina,,"Yogurt Griego Alpina es una excelente fuente de proteina, importante en la formación y conservación de la masa muscular, además, aporta calcio que contribuye con el mantenimiento de huesos y dientes. Pruebalo con cama de fresas o mora-arandanos con ingredientes naturales, sin colorantes ni conservantes. "
23-01,Bogotá,Yogurt Griego Cama de Fruta Mora arandanos 150 g,5300,5300,FALSE,https://alpina.com/yogurt-griego-cama-de-fruta-mora-arandanos-150-g,7702001163946,,"29,7",Yogurt Griego,Alpina,,"Yogurt Griego Alpina es una excelente fuente de proteina, importante en la formación y conservación de la masa muscular, además, aporta calcio que contribuye con el mantenimiento de huesos y dientes. Pruebalo con cama de fresas o mora-arandanos con ingredientes naturales, sin colorantes ni conservantes. "
23-01,Bogotá,Yogurt Griego Multisabor Cama de Frutas x 6,30500,30500,FALSE,https://alpina.com/yogurt-griego-multisabor-cama-de-frutas-x-6,7702001163991,,"28,5",Yogurt Griego,Alpina,,"Yogurt Griego Alpina es una excelente fuente de proteina, importante en la formación y conservación de la masa muscular, además, aporta calcio que contribuye con el mantenimiento de huesos y dientes. Pruebalo con cama de fresas o mora-arandanos con ingredientes naturales, sin colorantes ni conservantes. "
23-01,Bogotá,Yogurt Griego Cama de Fruta Mora arandanos Cereal 159 g,5800,5800,FALSE,https://alpina.com/yogurt-griego-cama-de-fruta-mora-arandanos-cereal-159-g,7702001163953,,"30,7",Yogurt Griego,Alpina,,"Yogurt Griego Alpina es una excelente fuente de proteina, importante en la formación y conservación de la masa muscular, además, aporta calcio que contribuye con el mantenimiento de huesos y dientes. Pruebalo con cama de fresas o mora-arandanos con ingredientes naturales, sin colorantes ni conservantes. "
23-01,Bogotá,Yogurt Griego Multisabor Cama de Frutas x 4,20200,20200,FALSE,https://alpina.com/yogurt-griego-multisabor-cama-de-frutas-x-4,7702001163984,,,Yogurt Griego,Alpina,,"Yogurt Griego Alpina es una excelente fuente de proteina, importante en la formación y conservación de la masa muscular, además, aporta calcio que contribuye con el mantenimiento de huesos y dientes. Pruebalo con cama de fresas o mora-arandanos con ingredientes naturales, sin colorantes ni conservantes. "
23-01,Bogotá,Mini Bon Yurt Melos x4 Und 93 g,11600,11600,FALSE,https://alpina.com/mini-bon-yurt-melos-x4-und-93-g,7702001162574,Gramo,"26,2",Bon Yurt,Alpina,,
23-01,Bogotá,Mini Bon Yurt Melos 93 g,3000,3000,FALSE,https://alpina.com/mini-bon-yurt-melos-93-g,7702001162505,Gramo,"27,1",Bon Yurt,Alpina,,
23-01,Bogotá,Bon Yurt Black 173 g,3800,3800,FALSE,https://alpina.com/bon-yurt-black-173-g,7702001086498,Gramo,"18,5",Bon Yurt,Alpina,Yogurt y Bebidas Lácteas,
23-01,Bogotá,Yox con Mentalis Multisabor x8 Und Botella 100 g,17500,17500,FALSE,https://alpina.com/yox-con-mentalis-multisabor-x8-und-botella-100-g,7702001162567,Gramo,"18,4",Yox,Alpina,Mentalis multisabor,"Es un alimento lacteo fermentado excelente fuente de en vitamina B5 que contribuye con el rendimiento mental y cognitivo. Adicionalmente, tiene Colina, vitamina B12 y el probiótico Lactobacillus brevis generador del neurotransmisor GABA."
23-01,Bogotá,Bon Yurt Choco Krispis 169 g,3800,3800,FALSE,https://alpina.com/bon-yurt-choco-krispis-169-g,7702001086054,Gramo,"18,9",Bon Yurt,Alpina,Yogurt y Bebidas Lácteas,
23-01,Bogotá,Yox Multifruta Botella 100 g,2300,2300,FALSE,https://alpina.com/yox-multifruta-botella-100-g,7702001041961,Gramo,"19,3",Yox,Alpina,Yox,Yox con Defensis es una un alimento lácteo con nuestra fórmula especial: Vitamina C y Zinc que contribuyen a reforzar el sistema de defensas consumiéndolo diariamente. Además contiene miles de probióticos que contribuyen al bienestar del cuerpo.
23-01,Bogotá,Queso Mozarella Alpina Bloque 250 g,11900,11900,FALSE,https://alpina.com/queso-mozarella-alpina-bloque-250-g,7702001015603,Gramo,"47,6",Queso mozarella,Alpina,Cocinemos Juntos,"Los quesos Alpina son buena fuente de proteína, Las proteínas son nutrientes esenciales que contribuyen al mantenimiento y restauración de tejidos corporales. Aporta naturalmente calcio."
23-01,Bogotá,Yogurt Griego Sabor Natural Sin Azúcar Adicionado 500 g,16600,16600,FALSE,https://alpina.com/yogurt-griego-alpina-natural-sin-azucar-vaso-500-g,7702001146208,Gramo,"27,9",Yogurt Griego,Alpina,Yogurt Griego,
23-01,Bogotá,Alpinito Fresa Vaso 100 g,3400,3400,FALSE,https://alpina.com/alpinito-fresa-vaso-100-g,7702001117536,Gramo,"28,6",Alpinito,Alpina,Postres,
23-01,Bogotá,Bebida Finesse con Marañón Caja 1000 ml,14000,14000,FALSE,https://alpina.com/bebida-finesse-con-mara-on-caja-1000-ml,7702001157266,Mililitro,"11,8",Finesse,Alpina,Línea Origen Vegetal,"¡Alpina te trae lo mejor de Origen Vegetal! Para que lo disfrutes en tu día a día. Sin azúcar añadido, Bebida Finesse con Marañón hará que en tus día a día puedas decir #NORenuncio a cuidarme.
Alpina Origen Vegetal, Bebida Finesse con Marañón, aporta calcio, vitamina A, vitamina D3."
23-01,Bogotá,Yogurt Finesse Natural Botella 1000 ml,15000,15000,FALSE,https://alpina.com/yogurt-finesse-natural-botella-1000-ml,7702001155200,Mililitro,"12,6",Finesse,Alpina,Yogurt y Bebidas Lácteas,Nuestro Yogurt Finesse Natural Botella 1000ml Botella X 1000ml es un producto que hemos creado pensando en cada uno de nuestros consumidores. ¡Disfrútalo!
23-01,Bogotá,Yox Melocotón Botella 100 g,2300,2300,FALSE,https://alpina.com/yox-melocoton-botella-100-g,7702001042005,Gramo,"19,3",Yox,Alpina,Melocoton,Yox con Defensis es una un alimento lácteo con nuestra fórmula especial: Vitamina C y Zinc que contribuyen a reforzar el sistema de defensas consumiéndolo diariamente. Además contiene miles de probióticos que contribuyen al bienestar del cuerpo.
23-01,Bogotá,Yogurt Finesse Mora Botella 1000 ml,15000,15000,FALSE,https://alpina.com/yogurt-finesse-mora-botella-1000-ml,7702001155231,Mililitro,"12,6",Finesse,Alpina,Yogurt y Bebidas Lácteas,Nuestro Yogurt Finesse Mora Botella 1000ml Botella X 1000ml es un producto que hemos creado pensando en cada uno de nuestros consumidores. ¡Disfrútalo!
23-01,Bogotá,Queso Finesse 30 Tajadas 450 g,25500,25500,FALSE,https://alpina.com/queso-finesse-30-tajadas-450-g,7702001121786,Gramo,"56,7",Finesse,Alpina,Quesos,"Finesse es una marca que se enfoca en el cuidado de la figura, a lo largo de los años se ha convertido en el aliado perfecto para las mujeres. Finesse se aleja de los castigos, las dietas extremas o sacrificios."
23-01,Bogotá,Avena Finesse x4 Und Vaso 250 g,14600,14600,FALSE,https://alpina.com/avena-finesse-x4-und-vaso-250-g,7702001101481,Gramo,"12,3",Finesse,Alpina,Avena Finesse,"Finesse es una marca que se enfoca en el cuidado de la figura, a lo largo de los años se ha convertido en el aliado perfecto para las mujeres. Finesse se aleja de los castigos, las dietas extremas o sacrificios."
23-01,Bogotá,Crema de Leche Finesse Caja 200 ml,5700,5700,FALSE,https://alpina.com/crema-de-leche-finesse-caja-200-ml,7702001072026,Mililitro,"28,5",Finesse,Alpina,Cocinemos Juntos,"Finesse es una marca que se enfoca en el cuidado de la figura, a lo largo de los años se ha convertido en el aliado perfecto para las mujeres. Finesse se aleja de los castigos, las dietas extremas o sacrificios."
23-01,Bogotá,Yogurt Finesse Sabor Natural 180 g,3200,3200,FALSE,https://alpina.com/yogurt-finesse-sabor-natural-180-g,7702001155132,Gramo,"14,9",Finesse,Alpina,Yogurt y Bebidas Lácteas,Nuestro Yogurt Finesse Natural Vaso 180g Vaso X 180ml es un producto que hemos creado pensando en cada uno de nuestros consumidores. ¡Disfrútalo!
23-01,Bogotá,Yogurt Finesse Fresa Botella 1700 ml,22501,22501,FALSE,https://alpina.com/yogurt-finesse-fresa-botella-1700-ml,7702001155255,Mililitro,"11,1",Finesse,Alpina,Yogurt y Bebidas Lácteas,Nuestro Yogurt Finesse Fresa Botella 1700ml Botella X 1700ml es un producto que hemos creado pensando en cada uno de nuestros consumidores. ¡Disfrútalo!
23-01,Bogotá,Yogurt Finesse Fresa Botella 1000 ml,15000,15000,FALSE,https://alpina.com/yogurt-finesse-fresa-botella-1000-ml,7702001155217,Mililitro,"12,6",Finesse,Alpina,Yogurt y Bebidas Lácteas,Nuestro Yogurt Finesse Fresa Botella 1000ml Botella X 1000ml es un producto que hemos creado pensando en cada uno de nuestros consumidores. ¡Disfrútalo!
23-01,Bogotá,Yogurt Finesse Mora Vaso 180 g,3200,3200,FALSE,https://alpina.com/yogurt-finesse-mora-vaso-180-g,7702001155163,Gramo,"14,9",Finesse,Alpina,Yogurt y Bebidas Lácteas,Nuestro Yogurt Finesse Mora Vaso 180g Vaso X 180ml es un producto que hemos creado pensando en cada uno de nuestros consumidores. ¡Disfrútalo!
23-01,Bogotá,Gelatina Finesse Frutos Amarillos 108 g,1900,1900,FALSE,https://alpina.com/gelatina-finesse-frutos-amarillos-108-g,7702001147250,Gramo,"14,8",Finesse,Alpina,Postres,"Finesse es una marca que se enfoca en el cuidado de la figura, a lo largo de los años se ha convertido en el aliado perfecto para las mujeres. Finesse se aleja de los castigos, las dietas extremas o sacrificios."
23-01,Bogotá,Queso Finesse Deslactosado Bloque 250 g,12500,12500,FALSE,https://alpina.com/queso-finesse-deslactosado-bloque-250-g,7702001112487,Gramo,"50,0",Finesse,Alpina,Quesos,"Finesse es una marca que se enfoca en el cuidado de la figura, a lo largo de los años se ha convertido en el aliado perfecto para las mujeres. Finesse se aleja de los castigos, las dietas extremas o sacrificios."
23-01,Bogotá,Gelatina Frutos Amarillos Finesse x3 Und 108 g,5500,5500,FALSE,https://alpina.com/gelatina-frutos-amarillos-finesse-x3-und-108-g,7702001147304,Gramo,"14,3",Finesse,Alpina,Postres,"Finesse es una marca que se enfoca en el cuidado de la figura, a lo largo de los años se ha convertido en el aliado perfecto para las mujeres. Finesse se aleja de los castigos, las dietas extremas o sacrificios."
23-01,Bogotá,Brownie Finesse 44 g,3900,3900,FALSE,https://alpina.com/brownie-finesse-44-g,7702001153466,Gramo,"74,5",Finesse,Alpina,Postres,"Finesse es una marca que se enfoca en el cuidado de la figura, a lo largo de los años se ha convertido en el aliado perfecto para las mujeres. Finesse se aleja de los castigos, las dietas extremas o sacrificios."
23-01,Bogotá,Yogurt Finesse Melocoton Vaso 180 g,3200,3200,FALSE,https://alpina.com/yogurt-finesse-melocoton-vaso-180-g,7702001155156,Gramo,"14,9",Finesse,Alpina,Yogurt y Bebidas Lácteas,Nuestro Yogurt Finesse Melocoton Vaso 180g Vaso X 180ml es un producto que hemos creado pensando en cada uno de nuestros consumidores. ¡Disfrútalo!
23-01,Bogotá,Yogo Yogo Bisabor x6 Und Bolsa 150 g,8600,8600,FALSE,https://alpina.com/yogo-yogo-bisabor-x6-und-bolsa-150-g,7702001055265,Gramo,"8,0",Yogo Yogo,Alpina,Yogo Yogo,"Yogo Yogo, el alimento lácteo con el objetivo de alimentar y refrescar a todos los niños y completar con toda su diversión la lonchera de cada uno de ellos con el mejor sabor."
23-01,Bogotá,Queso Amarillo Finesse 15 Tajadas 240 g,18700,18700,FALSE,https://alpina.com/queso-amarillo-finesse-15-tajadas-240-g,7702001156436,Gramo,"77,9",Finesse,Alpina,Quesos,Finessellega como un aliado para demostrar que no hay que renunciar para sentirse completas y que pueden elegir sin sacrificios. Es una marca que se enfoca en el cuidado de la figura para ser complementado con una alimentación balanceada y ejercicio físico
23-01,Bogotá,Yogurt Finesse Natural con cereal 170 g,4100,4100,FALSE,https://alpina.com/yogurt-finesse-natural-con-cereal-170-g,7702001155293,Gramo,"20,3",Finesse,Alpina,Yogurt y Bebidas Lácteas,Nuestro Yogurt Finesse Natural con cereal x170g Vaso X 170ml es un producto que hemos creado pensando en cada uno de nuestros consumidores. ¡Disfrútalo!
23-01,Bogotá,Yogo Yogo Fresh Maracuyá Botella 185 ml,1900,1900,FALSE,https://alpina.com/yogo-yogo-fresh-maracuya-botella-185-ml,7702001155415,Mililitro,"8,6",Yogo Yogo,Alpina,Yogo Yogo,
23-01,Bogotá,Yogo Yogo Mora Vaso 150 gr,1800,1800,FALSE,https://alpina.com/yogo-yogo-mora-vaso-150-gr,7702001047673,Gramo,"10,1",Yogo Yogo,Alpina,Yogo Yogo,"Yogo Yogo, el alimento lácteo con el objetivo de alimentar y refrescar a todos los niños y completar con toda su diversión la lonchera de cada uno de ellos con el mejor sabor."
23-01,Bogotá,Yogo Yogo Fresh Lulo Botella 185 ml,1900,1900,FALSE,https://alpina.com/yogo-yogo-fresh-lulo-botella-185-ml,7702001155408,Mililitro,"8,6",Yogo Yogo,Alpina,Yogo Yogo,"Yogo Yogo, el alimento lácteo con el objetivo de alimentar y refrescar a todos los niños y completar con toda su diversión la lonchera de cada uno de ellos con el mejor sabor."
23-01,Bogotá,Yogo Yogo Premio x4 Und Vaso 150 g,12300,12300,FALSE,https://alpina.com/yogo-yogo-premio-x4-und-vaso-150-g,7702001019588,Gramo,"17,2",Yogo Yogo,Alpina,Yogo Yogo,"Yogo Yogo, el alimento lácteo con el objetivo de alimentar y refrescar a todos los niños y completar con toda su diversión la lonchera de cada uno de ellos con el mejor sabor."
23-01,Bogotá,Yogo Yogo Melocotón Vaso 150 g,1800,1800,FALSE,https://alpina.com/yogo-yogo-melocoton-vaso-150-g,7702001047680,Gramo,"10,1",Yogo Yogo,Alpina,Yogo Yogo,"Yogo Yogo, el alimento lácteo con el objetivo de alimentar y refrescar a todos los niños y completar con toda su diversión la lonchera de cada uno de ellos con el mejor sabor."
23-01,Bogotá,Yogo Yogo Cuchareable Melocotón 100 g,1399,1399,FALSE,https://alpina.com/yogo-yogo-cuchareable-melocoton-100-g,7702001155378,Gramo,"11,8",Yogo Yogo,Alpina,Yogo Yogo,
23-01,Bogotá,Yogo Yogo Melocotón Bolsa 1000 g,6100,6100,FALSE,https://alpina.com/yogo-yogo-melocoton-bolsa-1000-g,7702001046423,Gramo,"5,1",Yogo Yogo,Alpina,Yogo Yogo,"Yogo Yogo, el alimento lácteo con el objetivo de alimentar y refrescar a todos los niños y completar con toda su diversión la lonchera de cada uno de ellos con el mejor sabor."
23-01,Bogotá,Yogo Yogo Multisabor x8 Und Bolsa 150 g,11400,11400,FALSE,https://alpina.com/yogo-yogo-multisabor-x8-und-bolsa-150-g,7702001047437,Gramo,"8,0",Yogo Yogo,Alpina,Yogo Yogo,"Yogo Yogo, el alimento lácteo con el objetivo de alimentar y refrescar a todos los niños y completar con toda su diversión la lonchera de cada uno de ellos con el mejor sabor."
23-01,Bogotá,Yogo Yogo Fresa Vaso 150 g,1800,1800,FALSE,https://alpina.com/yogo-yogo-fresa-vaso-150-g,7702001047666,Gramo,"10,1",Yogo Yogo,Alpina,Yogo Yogo,"Yogo Yogo, el alimento lácteo con el objetivo de alimentar y refrescar a todos los niños y completar con toda su diversión la lonchera de cada uno de ellos con el mejor sabor."
23-01,Bogotá,Yogo Yogo Multisabor x4 Und Vaso 150 g,7000,7000,FALSE,https://alpina.com/yogo-yogo-multisabor-x4-und-vaso-150-g,7702001047604,Gramo,"9,8",Yogo Yogo,Alpina,Yogo Yogo,"Yogo Yogo, el alimento lácteo con el objetivo de alimentar y refrescar a todos los niños y completar con toda su diversión la lonchera de cada uno de ellos con el mejor sabor."
23-01,Bogotá,Yogo Yogo Fresa Bolsa 1000 g,6100,6100,FALSE,https://alpina.com/yogo-yogo-fresa-bolsa-1000-g,7702001046409,Gramo,"5,1",Yogo Yogo,Alpina,Yogo Yogo,"Yogo Yogo, el alimento lácteo con el objetivo de alimentar y refrescar a todos los niños y completar con toda su diversión la lonchera de cada uno de ellos con el mejor sabor."
23-01,Bogotá,Yogo Yogo Mora Bolsa 1000 g,6100,6100,FALSE,https://alpina.com/yogo-yogo-mora-bolsa-1000-g,7702001046416,Gramo,"5,1",Yogo Yogo,Alpina,Yogo Yogo,"Yogo Yogo, el alimento lácteo con el objetivo de alimentar y refrescar a todos los niños y completar con toda su diversión la lonchera de cada uno de ellos con el mejor sabor."
23-01,Bogotá,Yogo Yogo Bisabor x6 Und Caja 185 g,12500,12500,FALSE,https://alpina.com/yogo-yogo-bisabor-x6-und-caja-185-g,7702001117277,Gramo,"9,5",Yogo Yogo,Alpina,Yogo Yogo,"Yogo Yogo, el alimento lácteo con el objetivo de alimentar y refrescar a todos los niños y completar con toda su diversión la lonchera de cada uno de ellos con el mejor sabor."
23-01,Bogotá,Yogo Yogo Multisabor x3 Und Bolsa 1000 g,17800,17800,FALSE,https://alpina.com/yogo-yogo-multisabor-x3-und-bolsa-1000-g,7702001090297,Gramo,"5,0",Yogo Yogo,Alpina,Yogo Yogo,"Yogo Yogo, el alimento lácteo con el objetivo de alimentar y refrescar a todos los niños y completar con toda su diversión la lonchera de cada uno de ellos con el mejor sabor."
23-01,Bogotá,Yogo Yogo cuchareable Bisabor x12 Und Vaso 100 g,15500,15500,FALSE,https://alpina.com/yogo-yogo-cuchareable-bisabor-x12-und-vaso-100-g,7702001155392,Gramo,"10,9",Yogo Yogo,Alpina,Yogo Yogo,
23-01,Bogotá,Avena Finesse Vaso 250 g,3800,3800,FALSE,https://alpina.com/avena-finesse-vaso-250-g,7702001084999,Gramo,"12,8",Finesse,Alpina,Avena Finesse,"Finesse es una marca que se enfoca en el cuidado de la figura, a lo largo de los años se ha convertido en el aliado perfecto para las mujeres. Finesse se aleja de los castigos, las dietas extremas o sacrificios."
23-01,Bogotá,Yogurt Finesse Fresa Vaso 180 g,3200,3200,FALSE,https://alpina.com/yogurt-finesse-fresa-vaso-180-g,7702001155149,Gramo,"14,9",Finesse,Alpina,Yogurt y Bebidas Lácteas,Nuestro Yogurt Finesse Fresa Vaso 180g Vaso X 180ml es un producto que hemos creado pensando en cada uno de nuestros consumidores. ¡Disfrútalo!
23-01,Bogotá,Gelatina Finesse Frutos Rojos Vaso 108 g,1900,1900,FALSE,https://alpina.com/gelatina-finesse-frutos-rojos-vaso-108-g,7702001147243,Gramo,"14,8",Finesse,Alpina,Postres,"Finesse es una marca que se enfoca en el cuidado de la figura, a lo largo de los años se ha convertido en el aliado perfecto para las mujeres. Finesse se aleja de los castigos, las dietas extremas o sacrificios."
23-01,Bogotá,Brownie Finesse x4 Und 44 g,15200,15200,FALSE,https://alpina.com/brownie-finesse-x4-und-44-g,7702001153800,Gramo,"72,6",Finesse,Alpina,Postres,"Finesse es una marca que se enfoca en el cuidado de la figura, a lo largo de los años se ha convertido en el aliado perfecto para las mujeres. Finesse se aleja de los castigos, las dietas extremas o sacrificios."
23-01,Bogotá,Yogurt Finesse Frutos rojos Botella 1700 ml,22501,22501,FALSE,https://alpina.com/yogurt-finesse-frutos-rojos-botella-1700-ml,7702001155262,Mililitro,"11,1",Finesse,Alpina,Yogurt y Bebidas Lácteas,Nuestro Yogurt Finesse Frutos rojos Botella 1700ml Botella X 1700ml es un producto que hemos creado pensando en cada uno de nuestros consumidores. ¡Disfrútalo!
23-01,Bogotá,Gelatina Frutos Rojos Finesse x3 Und 108 g,5500,5500,FALSE,https://alpina.com/gelatina-frutos-rojos-finesse-x3-und-108-g,7702001147281,Gramo,"14,3",Finesse,Alpina,Postres,"Finesse es una marca que se enfoca en el cuidado de la figura, a lo largo de los años se ha convertido en el aliado perfecto para las mujeres. Finesse se aleja de los castigos, las dietas extremas o sacrificios."
23-01,Bogotá,Queso Finesse Bloque 300 g,15500,15500,FALSE,https://alpina.com/queso-finesse-bloque-300-g,7702001018444,Gramo,"51,7",Finesse,Alpina,Quesos,"Finesse es una marca que se enfoca en el cuidado de la figura, a lo largo de los años se ha convertido en el aliado perfecto para las mujeres. Finesse se aleja de los castigos, las dietas extremas o sacrificios."
23-01,Bogotá,Avena Finesse Caja 1000 ml,9500,9500,FALSE,https://alpina.com/avena-finesse-caja-1000-ml,7702001084975,Mililitro,"8,0",Finesse,Alpina,Avena Finesse,"Finesse es una marca que se enfoca en el cuidado de la figura, a lo largo de los años se ha convertido en el aliado perfecto para las mujeres. Finesse se aleja de los castigos, las dietas extremas o sacrificios."
23-01,Bogotá,Queso Finesse Bloque 1000 g,48000,48000,FALSE,https://alpina.com/queso-finesse-bloque-1000-g,7702001018437,Gramo,"48,0",Finesse,Alpina,Quesos,"Finesse es una marca que se enfoca en el cuidado de la figura, a lo largo de los años se ha convertido en el aliado perfecto para las mujeres. Finesse se aleja de los castigos, las dietas extremas o sacrificios."
23-01,Bogotá,Yogurt Finesse Fresa y Melocoton x6 Und Vaso 150 g,16199,16199,FALSE,https://alpina.com/yogurt-finesse-fresa-y-melocoton-x6-und-vaso-150-g,7702001155187,Gramo,"15,1",Finesse,Alpina,Yogurt y Bebidas Lácteas,Nuestro Yogurt Finesse Fresa- Melocoton 150g x6 Vaso X 150ml es un producto que hemos creado pensando en cada uno de nuestros consumidores. ¡Disfrútalo!
23-01,Bogotá,Queso Finesse 15 Tajadas 239 g,14500,14500,FALSE,https://alpina.com/queso-finesse-15-tajadas-239-g,7702001121779,Gramo,"60,7",Finesse,Alpina,Quesos,"Finesse es una marca que se enfoca en el cuidado de la figura, a lo largo de los años se ha convertido en el aliado perfecto para las mujeres. Finesse se aleja de los castigos, las dietas extremas o sacrificios."
23-01,Bogotá,Yogurt Finesse Natural Botella 1700 ml,22501,22501,FALSE,https://alpina.com/yogurt-finesse-natural-botella-1700-ml,7702001155279,Mililitro,"11,1",Finesse,Alpina,Yogurt y Bebidas Lácteas,Nuestro Yogurt Finesse Natural Botella 1700ml Botella X 1700ml es un producto que hemos creado pensando en cada uno de nuestros consumidores. ¡Disfrútalo!
23-01,Bogotá,Yogurt Finesse Melocoton Botella 1700 ml,22501,22501,FALSE,https://alpina.com/yogurt-finesse-melocoton-botella-1700-ml,7702001155286,Mililitro,"11,1",Finesse,Alpina,Yogurt y Bebidas Lácteas,Nuestro Yogurt Finesse Melocoton Botella 1700ml Botella X 1700ml es un producto que hemos creado pensando en cada uno de nuestros consumidores. ¡Disfrútalo!
23-01,Bogotá,Queso crema Finesse Vaso 200 g,6500,6500,FALSE,https://alpina.com/queso-crema-finesse-vaso-200-g,7702001015658,Gramo,"32,5",Finesse,Alpina,Quesos,"Finesse es una marca que se enfoca en el cuidado de la figura, a lo largo de los años se ha convertido en el aliado perfecto para las mujeres. Finesse se aleja de los castigos, las dietas extremas o sacrificios."
23-01,Bogotá,Yogurt Finesse Frutos rojos Vaso 180 g,3200,3200,FALSE,https://alpina.com/yogurt-finesse-frutos-rojos-vaso-180-g,7702001155170,Gramo,"14,9",Finesse,Alpina,Yogurt y Bebidas Lácteas,Nuestro Yogurt Finesse Frutos rojos Vaso 180g Vaso X 180ml es un producto que hemos creado pensando en cada uno de nuestros consumidores. ¡Disfrútalo!
23-01,Bogotá,Yogurt Finesse Natural con cereal x4 Und 170 g,15800,15800,FALSE,https://alpina.com/yogurt-finesse-natural-con-cereal-x4-und-170-g,7702001155309,Gramo,"19,5",Finesse,Alpina,Yogurt y Bebidas Lácteas,Nuestro Yogurt Finesse Natural con cereal x170g x4 Vaso X 170ml es un producto que hemos creado pensando en cada uno de nuestros consumidores. ¡Disfrútalo!
